,restaurant_name,restaurant_phone,restaurant_website,hours,price_range,price_range_num,restaurant_id,last_updated,address.city,address.state,address.postal_code,address.street,address.formatted,geo.lat,geo.lon,cuisine_1,cuisine_2,cuisine_3,cuisine_4,cuisine_5,cuisine_6,menu_name,section_name,description,menu_items.name,menu_items.description,menu_items.price
10,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,House Brew Tea,,Cafe Au Lait,,2.5
11,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,House Brew Tea,,Cafe Au Lait,,2.5
12,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,House Brew Tea,,Black Tea,,2.25
13,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,House Brew Tea,,Green Tea,,2.25
14,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Espresso Drinks,,Espresso,,2.0
15,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Espresso Drinks,,Espresso,,2.0
16,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Espresso Drinks,,Espresso Machiatto,,2.85
17,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Espresso Drinks,,Espresso Machiatto,,2.85
18,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Espresso Drinks,,Cafe Americano,,2.5
19,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Espresso Drinks,,Cafe Americano,,2.5
20,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Espresso Drinks,,Cafe Americano,,2.5
21,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Espresso Drinks,,Cappuccino,,3.15
22,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Espresso Drinks,,Cappuccino,,3.15
23,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Espresso Drinks,,Cappuccino,,3.15
24,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Espresso Drinks,,Cafe Latte,,3.0
25,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Espresso Drinks,,Cafe Latte,,3.0
26,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Espresso Drinks,,Cafe Latte,,3.0
27,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Espresso Drinks,,Cafe Mocha,,3.79
28,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Espresso Drinks,,Cafe Mocha,,3.79
29,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Espresso Drinks,,Cafe Mocha,,3.79
30,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Comfort Drinks,,Chai,,4.0
31,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Comfort Drinks,,Chai,,4.0
32,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Comfort Drinks,,Hot Cocoa,,3.5
33,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Comfort Drinks,,Hot Cocoa,,3.5
34,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Comfort Drinks,,Steamed Milk,,2.5
35,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Comfort Drinks,,Steamed Milk,,2.5
36,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Comfort Drinks,,Hot Apple Cider,,3.05
37,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Comfort Drinks,,Hot Apple Cider,,3.05
38,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Comfort Drinks,,Hot Caramel Apple,,4.0
39,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Comfort Drinks,,Hot Caramel Apple,,4.0
40,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Frozen Drinks,,Mocha Brownie Smoothie,,4.75
41,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Frozen Drinks,,Espresso Frappe Smoothie,,5.0
42,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Frozen Drinks,,Chai Smoothie,,4.5
43,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Frozen Drinks,,Caramel Smoothie,,5.0
44,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Frozen Drinks,,Firehook Smoothie,,4.95
45,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,On Ice,,Iced Coffee,,2.3
46,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,On Ice,,Iced Tea,,2.25
47,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,On Ice,,Iced Latte,,4.0
48,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,On Ice,,Iced Mocha,,5.0
49,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,On Ice,,Iced Americano,,3.5
50,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,On Ice,,Iced Chai,,4.25
51,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Extra,,Espresso Shot,,0.7
52,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Extra,,Flavour Shot,,0.7
53,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Juice,,Orange Juice,,5.0
54,Firehook,(202) 347-1760,,Mon-Fri: 6:30am-6pm,$,1,3889531277016179,2021-01-05T07:12:44.767Z,Washington,DC,20001,441 4th St NW,"441 4th St NW Washington, DC 20001",38.895312,-77.016179,Bakery & Pastries,Coffee & Tea,Desserts,,,,Main,Juice,,Lemonade,,5.0
55,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Beverages,,Soda,,1.93
56,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Beverages,,Juice,,2.04
57,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Beverages,,Water,,1.65
58,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Beverages,,2 Liter Bottle Soda,,4.99
59,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Beverages,,Can Soda,,1.25
60,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Lamb,,Lega Tibs,"Chunks of lamb well cooked with spicy butter, onion, jalapeno pepper and other spices.",14.25
61,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Lamb,,Goden Tibs,Short ribs of lamb well cooked with special sauce.,15.95
62,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Lamb,,Bale Ageru,Chunks of lamb cooked with onion and jalapeno pepper with special seasoning.,14.25
63,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Lamb,,Delto,"Chopped red meat, chopped liver, chopped trips in spiced butter and chili powder.",14.25
64,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Lamb,,Derek Tibs,"Chunks of lamb cooked with onion, jalapeno pepper with special seasoning.",15.35
65,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Lamb,,Yebeg Alicha,Curried lamb stew cooked with assorted vegetable and seasoned with spices.,13.15
66,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Lamb,,Yebeg Key Wot,Pieces of tender lamb simmered in red pepper sauces and other spices.,13.15
67,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Beef,,Tibs,Cubes of lean beef sauteed in red pepper sauce and spices.,13.15
68,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Beef,,Kitfo,Minced lean beef seasoned with herbed pepper and butter sauce.,15.35
69,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Beef,,Key Wot,Pieces of tender beef cooked in red and spiced sauce.,13.15
70,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Beef,,Gored Gored,Chunks of beef in specially seasoned hot pepper and spicy butter.,15.35
71,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Beef,,Minchat Abish,"A delicious stew made of quality beef spiced with cardamom, ginger root, garlic, turmeric, onion and red pepper.",14.25
72,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Axum Special,,Pasta,Served with side salad topped with house dressing and French roll.,10.95
73,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Axum Special,,Beef Cotteleti,Breaded beef cooked in vegetable oil.,14.25
74,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Axum Special,,Fish Cotteleti,Breaded fish cooked in vegetable oil.,14.25
75,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Axum Special,,Fish Sandwich,"Served with lettuce, tomato and onion on French roll.",8.75
76,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Poultry,,Chicken Sandwich,"Served with lettuce, tomato and onion on French roll.",8.75
77,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Poultry,,Chicken Cotteleti,Breaded chicken cooked in vegetable oil.,14.25
78,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Poultry,,Chicken Tibd,"Pieces of chicken sauteed with onion, jalapeno peppers, tomato and spices.",14.85
79,Axum Ethiopian Restaurant,(202) 387-0765,http://axumethiopianrestaurantdc.com,Daily: 11am-9pm,$$,2,3891658077024270,2021-01-05T07:12:59.839Z,Washington,DC,20001,1934 9th St NW,"1934 9th St NW Washington, DC 20001",38.91658,-77.02427,Ethiopian,,,,,,Main,Poultry,,Grilled Chicken Salad,"Chunks of chicken, lettuce, tomato, pepper, spices and house dressing.",14.25
